itemid,code,type,category,label,description
100899,5196 ,PROCEDURE,NA,NA,PERC EXTRAC COM DUC CALC 
100900,5198 ,PROCEDURE,NA,NA,OTH PERC PROC ON BILIARY 
100901,5199 ,PROCEDURE,NA,NA,BILIARY TRACT OP NEC     
100902,5201 ,PROCEDURE,NA,NA,CATH DRAIN-PANCREAT CYST 
100903,5209 ,PROCEDURE,NA,NA,PANCREATOTOMY NEC        
100904,5211 ,PROCEDURE,NA,NA,PANCREATIC BX - CLOSED   
100905,5212 ,PROCEDURE,NA,NA,PANCREATIC BIOPSY - OPEN 
100906,5213 ,PROCEDURE,NA,NA,ENDOS RETRO PANCREATOGRA 
100907,5219 ,PROCEDURE,NA,NA,PANCREATIC DX PROC NEC   
100908,5222 ,PROCEDURE,NA,NA,"OTH EXC LES/TIS PANCR, P "
100909,524  ,PROCEDURE,NA,NA,INT DRAIN PANCREAT CYST  
100910,5251 ,PROCEDURE,NA,NA,PROXIMAL PANCREATECTOMY  
100911,5252 ,PROCEDURE,NA,NA,DISTAL PANCREATECTOMY    
100912,5253 ,PROCEDURE,NA,NA,RAD SUBTOT PANCREATECTOM 
100913,5259 ,PROCEDURE,NA,NA,PARTIAL PANCREATECT NEC  
100914,526  ,PROCEDURE,NA,NA,TOTAL PANCREATECTOMY     
100915,527  ,PROCEDURE,NA,NA,RAD PANCREATICODUODENECT 
100916,5280 ,PROCEDURE,NA,NA,PANCREAT TRANSPLANT NOS  
100917,5282 ,PROCEDURE,NA,NA,PANCREATIC HOMOTRANSPLAN 
100918,5292 ,PROCEDURE,NA,NA,OTH CANNULATION-PANC DCT 
100919,5293 ,PROCEDURE,NA,NA,DILATION-WIRSUNG'S DUCT  
100920,5295 ,PROCEDURE,NA,NA,PANCREATIC REPAIR NEC    
100921,5296 ,PROCEDURE,NA,NA,PANCREATIC ANASTOMOSIS   
100922,5298 ,PROCEDURE,NA,NA,"DIL OF PANC DUCT, ENDOSC "
100923,5299 ,PROCEDURE,NA,NA,PANCREATIC OPERATION NEC 
100924,5300 ,PROCEDURE,NA,NA,UNILAT ING HERN REP NOS  
100925,5301 ,PROCEDURE,NA,NA,OTH AND OPEN REPAIR OF D 
100926,5302 ,PROCEDURE,NA,NA,OTH AND OPEN REPAIR OF I 
100927,5303 ,PROCEDURE,NA,NA,OTH AND OPEN REPAIR OF D 
100928,5304 ,PROCEDURE,NA,NA,OTH AND OPEN REPAIR OF I 
100929,5305 ,PROCEDURE,NA,NA,ING HERNIA REP-GRAFT NOS 
100930,5310 ,PROCEDURE,NA,NA,BILAT ING HERNIA REP NOS 
100931,5311 ,PROCEDURE,NA,NA,OTH AND OPEN BILATERAL R 
100932,5312 ,PROCEDURE,NA,NA,OTH AND OPEN BILATERAL R 
100933,5321 ,PROCEDURE,NA,NA,UNIL FEMOR HRN REP-GRFT  
100934,5329 ,PROCEDURE,NA,NA,UNIL FEMOR HERN REP NEC  
100935,5341 ,PROCEDURE,NA,NA,OTH AND OPEN REPAIR UMBI 
100936,5342 ,PROCEDURE,NA,NA,LAPAROSCOPIC REPAIR OF U 
100937,5343 ,PROCEDURE,NA,NA,OTH LAPAROSCOPIC UMBILIC 
100938,5349 ,PROCEDURE,NA,NA,OTH OPEN UMBILICAL HERNI 
100939,5351 ,PROCEDURE,NA,NA,INCISIONAL HERNIA REPAIR 
100940,5359 ,PROCEDURE,NA,NA,ABD WALL HERN REPAIR NEC 
100941,5361 ,PROCEDURE,NA,NA,OTH OPEN INCISIONAL HERI 
100942,5362 ,PROCEDURE,NA,NA,LAPAROSCOPIC INCISIONAL  
100943,5369 ,PROCEDURE,NA,NA,OTH AND OPEN REPAIR OTH  
100944,537  ,PROCEDURE,NA,NA,ABD REPAIR-DIAPHR HERNIA 
100945,5371 ,PROCEDURE,NA,NA,LAPAROSCOPIC REPAIR DIAP 
100946,5372 ,PROCEDURE,NA,NA,OTH & OPEN REPAIR DIAPHR 
100947,5380 ,PROCEDURE,NA,NA,THOR REP-DIAPH HERN NOS  
100948,5381 ,PROCEDURE,NA,NA,DIAPHRAGMATIC PLICATION  
100949,539  ,PROCEDURE,NA,NA,OTHER HERNIA REPAIR      
100950,540  ,PROCEDURE,NA,NA,ABDOMINAL WALL INCISION  
100951,5411 ,PROCEDURE,NA,NA,EXPLORATORY LAPAROTOMY   
100952,5412 ,PROCEDURE,NA,NA,REOPEN RECENT LAP SITE   
100953,5419 ,PROCEDURE,NA,NA,LAPAROTOMY NEC           
100954,5421 ,PROCEDURE,NA,NA,LAPAROSCOPY              
100955,5423 ,PROCEDURE,NA,NA,PERITONEAL BIOPSY        
100956,5424 ,PROCEDURE,NA,NA,INTRA-ABD MASS BX - CLOS 
100957,5425 ,PROCEDURE,NA,NA,PERITONEAL LAVAGE        
100958,5429 ,PROCEDURE,NA,NA,ABD REGION DX PROC NEC   
100959,543  ,PROCEDURE,NA,NA,DESTRUCT ABD WALL LESION 
100960,544  ,PROCEDURE,NA,NA,DESTRUCT PERITONEAL TISS 
100961,5451 ,PROCEDURE,NA,NA,LAP LYSIS PERIT ADHESION 
100962,5459 ,PROCEDURE,NA,NA,PERITONEAL ADHESIOLYSIS  
100963,5461 ,PROCEDURE,NA,NA,RECLOSE POST OP DISRUPT  
100964,5462 ,PROCEDURE,NA,NA,DELAYED CLOS ABD WOUND   
100965,5463 ,PROCEDURE,NA,NA,ABD WALL SUTURE NEC      
100966,5464 ,PROCEDURE,NA,NA,PERITONEAL SUTURE        
100967,5471 ,PROCEDURE,NA,NA,REPAIR OF GASTROSCHISIS  
100968,5472 ,PROCEDURE,NA,NA,ABDOMEN WALL REPAIR NEC  
100969,5473 ,PROCEDURE,NA,NA,PERITONEAL REPAIR NEC    
60497,326 ,HFCA_DRG,NA,NA,"STOMACH, ESOPHAGEAL & DUODENAL PROC W MC"
60498,327 ,HFCA_DRG,NA,NA,"STOMACH, ESOPHAGEAL & DUODENAL PROC W CC"
60499,328 ,HFCA_DRG,NA,NA,"STOMACH, ESOPHAGEAL & DUODENAL PROC W/O "
60500,329 ,HFCA_DRG,NA,NA,MAJOR SMALL & LARGE BOWEL PROCEDURES W M
60501,330 ,HFCA_DRG,NA,NA,MAJOR SMALL & LARGE BOWEL PROCEDURES W C
60502,331 ,HFCA_DRG,NA,NA,MAJOR SMALL & LARGE BOWEL PROCEDURES W/O
60503,331 ,HFCA_DRG,NA,NA,OTHER KIDNEY & URINARY TRACT DIAGNOSES A
60504,332 ,HFCA_DRG,NA,NA,OTHER KIDNEY & URINARY TRACT DIAGNOSES A
60505,332 ,HFCA_DRG,NA,NA,RECTAL RESECTION W MCC                  
60506,333 ,HFCA_DRG,NA,NA,OTHER KIDNEY & URINARY TRACT DIAGNOSES A
60507,333 ,HFCA_DRG,NA,NA,RECTAL RESECTION W CC                   
60508,334 ,HFCA_DRG,NA,NA,MAJOR MALE PELVIC PROCEDURES W CC       
60509,335 ,HFCA_DRG,NA,NA,PERITONEAL ADHESIOLYSIS W MCC           
60510,336 ,HFCA_DRG,NA,NA,PERITONEAL ADHESIOLYSIS W CC            
60511,336 ,HFCA_DRG,NA,NA,TRANSURETHRAL PROSTATECTOMY WITH CC     
60512,338 ,HFCA_DRG,NA,NA,APPENDECTOMY W COMPLICATED PRINCIPAL DIA
60513,338 ,HFCA_DRG,NA,NA,"TESTES PROCEDURES, FOR MALIGNANCY       "
60514,339 ,HFCA_DRG,NA,NA,APPENDECTOMY W COMPLICATED PRINCIPAL DIA
60515,341 ,HFCA_DRG,NA,NA,APPENDECTOMY W/O COMPLICATED PRINCIPAL D
60516,341 ,HFCA_DRG,NA,NA,PENIS PROCEDURES                        
60517,343 ,HFCA_DRG,NA,NA,APPENDECTOMY W/O COMPLICATED PRINCIPAL D
60518,343 ,HFCA_DRG,NA,NA,CIRCUMCISION AGE 0-17                   
60519,344 ,HFCA_DRG,NA,NA,MINOR SMALL & LARGE BOWEL PROCEDURES W M
60520,346 ,HFCA_DRG,NA,NA,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM, WI"
60521,347 ,HFCA_DRG,NA,NA,ANAL & STOMAL PROCEDURES W MCC          
60522,348 ,HFCA_DRG,NA,NA,BENIGN PROSTATIC HYPERTROPHY WITH CC    
60523,350 ,HFCA_DRG,NA,NA,INFLAMMATION OF THE MALE REPRODUCTIVE SY
60524,350 ,HFCA_DRG,NA,NA,INGUINAL & FEMORAL HERNIA PROCEDURES W M
60525,351 ,HFCA_DRG,NA,NA,INGUINAL & FEMORAL HERNIA PROCEDURES W C
60526,352 ,HFCA_DRG,NA,NA,INGUINAL & FEMORAL HERNIA PROCEDURES W/O
60527,353 ,HFCA_DRG,NA,NA,HERNIA PROCEDURES EXCEPT INGUINAL & FEMO
60528,353 ,HFCA_DRG,NA,NA,"PELVIC EVISCERATION, RADICAL HYSTERECTOM"
60529,354 ,HFCA_DRG,NA,NA,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNE"
60530,355 ,HFCA_DRG,NA,NA,HERNIA PROCEDURES EXCEPT INGUINAL & FEMO
60531,355 ,HFCA_DRG,NA,NA,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNE"
60532,356 ,HFCA_DRG,NA,NA,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIV
60533,356 ,HFCA_DRG,NA,NA,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W
60534,357 ,HFCA_DRG,NA,NA,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W
60535,357 ,HFCA_DRG,NA,NA,UTERINE & ADNEXA PROC FOR OVARIAN OR ADN
60536,358 ,HFCA_DRG,NA,NA,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W
60537,358 ,HFCA_DRG,NA,NA,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY
60538,359 ,HFCA_DRG,NA,NA,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY
60539,360 ,HFCA_DRG,NA,NA,"VAGINA, CERVIX & VULVA PROCEDURES       "
60540,363 ,HFCA_DRG,NA,NA,"D&C, CONIZATION & RADIO-IMPLANT, FOR MAL"
60541,364 ,HFCA_DRG,NA,NA,"D&C, CONIZATION EXCEPT FOR MALIGNANCY   "
60542,365 ,HFCA_DRG,NA,NA,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PR
60543,366 ,HFCA_DRG,NA,NA,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W"
60544,368 ,HFCA_DRG,NA,NA,MAJOR ESOPHAGEAL DISORDERS W MCC        
60545,369 ,HFCA_DRG,NA,NA,MAJOR ESOPHAGEAL DISORDERS W CC         
60546,369 ,HFCA_DRG,NA,NA,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SY
60547,370 ,HFCA_DRG,NA,NA,CESAREAN SECTION W CC                   
60548,370 ,HFCA_DRG,NA,NA,MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC   
60549,371 ,HFCA_DRG,NA,NA,CESAREAN SECTION W/O CC                 
60550,371 ,HFCA_DRG,NA,NA,MAJOR GASTROINTESTINAL DISORDERS & PERIT
60551,372 ,HFCA_DRG,NA,NA,MAJOR GASTROINTESTINAL DISORDERS & PERIT
60552,372 ,HFCA_DRG,NA,NA,VAGINAL DELIVERY W COMPLICATING DIAGNOSE
60553,373 ,HFCA_DRG,NA,NA,VAGINAL DELIVERY W/O COMPLICATING DIAGNO
60554,374 ,HFCA_DRG,NA,NA,DIGESTIVE MALIGNANCY W MCC              
60555,374 ,HFCA_DRG,NA,NA,VAGINAL DELIVERY W STERILIZATION &/OR D&
60556,375 ,HFCA_DRG,NA,NA,DIGESTIVE MALIGNANCY W CC               
60557,375 ,HFCA_DRG,NA,NA,VAGINAL DELIVERY W O.R. PROC EXCEPT STER
60558,376 ,HFCA_DRG,NA,NA,POSTPARTUM & POST ABORTION DIAGNOSES W/O
60559,377 ,HFCA_DRG,NA,NA,G.I. HEMORRHAGE W MCC                   
60560,377 ,HFCA_DRG,NA,NA,POSTPARTUM & POST ABORTION DIAGNOSES W O
60561,378 ,HFCA_DRG,NA,NA,ECTOPIC PREGNANCY                       
60562,378 ,HFCA_DRG,NA,NA,G.I. HEMORRHAGE W CC                    
60563,379 ,HFCA_DRG,NA,NA,G.I. HEMORRHAGE W/O CC/MCC              
60564,380 ,HFCA_DRG,NA,NA,ABORTION W/O D&C                        
60565,380 ,HFCA_DRG,NA,NA,COMPLICATED PEPTIC ULCER W MCC          
60566,381 ,HFCA_DRG,NA,NA,"ABORTION W D&C, ASPIRATION CURETTAGE OR "
60567,381 ,HFCA_DRG,NA,NA,COMPLICATED PEPTIC ULCER W CC           
60568,383 ,HFCA_DRG,NA,NA,OTHER ANTEPARTUM DIAGNOSES W MEDICAL COM
60569,384 ,HFCA_DRG,NA,NA,OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL C
60570,384 ,HFCA_DRG,NA,NA,UNCOMPLICATED PEPTIC ULCER W/O MCC      
60571,385 ,HFCA_DRG,NA,NA,INFLAMMATORY BOWEL DISEASE W MCC        
60572,385 ,HFCA_DRG,NA,NA,"NEONATES, DIED OR TRANSFERRED TO ANOTHER"
60573,386 ,HFCA_DRG,NA,NA,EXTREME IMMATURITY OR RESPIRATORY DISTRE
60574,386 ,HFCA_DRG,NA,NA,INFLAMMATORY BOWEL DISEASE W CC         
60575,387 ,HFCA_DRG,NA,NA,PREMATURITY W MAJOR PROBLEMS            
60576,388 ,HFCA_DRG,NA,NA,G.I. OBSTRUCTION W MCC                  
60577,388 ,HFCA_DRG,NA,NA,PREMATURITY W/O MAJOR PROBLEMS          
60578,389 ,HFCA_DRG,NA,NA,FULL TERM NEONATE W MAJOR PROBLEMS      
60579,389 ,HFCA_DRG,NA,NA,G.I. OBSTRUCTION W CC                   
60580,390 ,HFCA_DRG,NA,NA,G.I. OBSTRUCTION W/O CC/MCC             
60581,390 ,HFCA_DRG,NA,NA,NEONATE W OTHER SIGNIFICANT PROBLEMS    
60582,391 ,HFCA_DRG,NA,NA,"ESOPHAGITIS, GASTROENT & MISC DIGEST DIS"
60583,391 ,HFCA_DRG,NA,NA,NORMAL NEWBORN                          
60584,392 ,HFCA_DRG,NA,NA,"ESOPHAGITIS, GASTROENT & MISC DIGEST DIS"
60585,392 ,HFCA_DRG,NA,NA,SPLENECTOMY AGE >17                     
60586,393 ,HFCA_DRG,NA,NA,OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC  
60587,394 ,HFCA_DRG,NA,NA,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC   
60588,394 ,HFCA_DRG,NA,NA,OTHER O.R. PROCEDURES OF THE BLOOD AND B
60589,395 ,HFCA_DRG,NA,NA,OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/
60590,395 ,HFCA_DRG,NA,NA,RED BLOOD CELL DISORDERS AGE >17        
60591,397 ,HFCA_DRG,NA,NA,COAGULATION DISORDERS                   
60592,398 ,HFCA_DRG,NA,NA,RETICULOENDOTHELIAL & IMMUNITY DISORDERS
60593,399 ,HFCA_DRG,NA,NA,RETICULOENDOTHELIAL & IMMUNITY DISORDERS
60594,400 ,HFCA_DRG,NA,NA,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDU
60595,401 ,HFCA_DRG,NA,NA,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.
100970,5474 ,PROCEDURE,NA,NA,OMENTAL REPAIR NEC       
100971,5475 ,PROCEDURE,NA,NA,MESENTERIC REPAIR NEC    
100972,5491 ,PROCEDURE,NA,NA,PERCUTANEOUS ABDOM DRAIN 
100973,5492 ,PROCEDURE,NA,NA,REMOVE FB FROM PERITON   
100974,5493 ,PROCEDURE,NA,NA,CREATE CUTANPERITON FIST 
100975,5495 ,PROCEDURE,NA,NA,PERITONEAL INCISION      
100976,5497 ,PROCEDURE,NA,NA,INJ THERAP SUBST PERITON 
100977,5498 ,PROCEDURE,NA,NA,PERITONEAL DIALYSIS      
100978,5499 ,PROCEDURE,NA,NA,ABDOMEN REGION OPS NEC   
100979,5501 ,PROCEDURE,NA,NA,NEPHROTOMY               
100980,5502 ,PROCEDURE,NA,NA,NEPHROSTOMY              
100981,5503 ,PROCEDURE,NA,NA,PERC NEPHROSTOMY W/O FRA 
100982,5504 ,PROCEDURE,NA,NA,PERC NEPHROSTOMY W/ FRAG 
100983,5521 ,PROCEDURE,NA,NA,NEPHROSCOPY              
100984,5523 ,PROCEDURE,NA,NA,KIDNEY BIOPSY - CLOSED   
100985,5524 ,PROCEDURE,NA,NA,KIDNEY BIOPSY - OPEN     
100986,5539 ,PROCEDURE,NA,NA,LOC DESTR RENAL LES NEC  
100987,554  ,PROCEDURE,NA,NA,PARTIAL NEPHRECTOMY      
100988,5551 ,PROCEDURE,NA,NA,NEPHROURETERECTOMY       
100989,5553 ,PROCEDURE,NA,NA,REJECTED KIDNEY NEPHRECT 
100990,5554 ,PROCEDURE,NA,NA,BILATERAL NEPHRECTOMY    
100991,5569 ,PROCEDURE,NA,NA,KIDNEY TRANSPLANT NEC    
100992,5581 ,PROCEDURE,NA,NA,SUTURE KIDNEY LACERATION 
100993,5586 ,PROCEDURE,NA,NA,RENAL ANASTOMOSIS        
100994,5592 ,PROCEDURE,NA,NA,PERCUTAN RENAL ASPIRAT   
100995,5593 ,PROCEDURE,NA,NA,REPLACE NEPHROSTOMY TUBE 
100996,5595 ,PROCEDURE,NA,NA,LOCAL RENAL PERFUSION    
100997,560  ,PROCEDURE,NA,NA,TU REMOV URETER OBSTRUCT 
100998,562  ,PROCEDURE,NA,NA,URETEROTOMY              
100999,5631 ,PROCEDURE,NA,NA,URETEROSCOPY             
101000,5633 ,PROCEDURE,NA,NA,ENDOSCOPIC URETERAL BX-C 
101001,5641 ,PROCEDURE,NA,NA,PARTIAL URETERECTOMY     
101002,5651 ,PROCEDURE,NA,NA,FORM CUTAN ILEOURETEROST 
101003,5652 ,PROCEDURE,NA,NA,REVIS CUTAN ILEOURETEROS 
101004,5671 ,PROCEDURE,NA,NA,URIN DIVERSION TO BOWEL  
101005,5674 ,PROCEDURE,NA,NA,URETERONEOCYSTOSTOMY     
101006,5675 ,PROCEDURE,NA,NA,TRANSURETEROURETEROSTOMY 
101007,5682 ,PROCEDURE,NA,NA,SUTURE URETERAL LACERAT  
101008,5684 ,PROCEDURE,NA,NA,CLOSE URETER FISTULA NEC 
101009,5689 ,PROCEDURE,NA,NA,REPAIR OF URETER NEC     
101010,5691 ,PROCEDURE,NA,NA,URETERAL MEATUS DILATION 
101011,570  ,PROCEDURE,NA,NA,TU BLADDER CLEARANCE     
101012,5711 ,PROCEDURE,NA,NA,PERCUTAN BLADDER ASPIRAT 
101013,5717 ,PROCEDURE,NA,NA,PERCUTANEOUS CYSTOSTOMY  
101014,5718 ,PROCEDURE,NA,NA,OTHER SUPRAPUBIC CYSTOST 
101015,5719 ,PROCEDURE,NA,NA,CYSTOTOMY NEC            
101016,5731 ,PROCEDURE,NA,NA,CYSTOSCOPY THRU STOMA    
101017,5732 ,PROCEDURE,NA,NA,CYSTOSCOPY NEC           
101018,5733 ,PROCEDURE,NA,NA,BLADDER BX CLOSED TRANSU 
101019,5734 ,PROCEDURE,NA,NA,BLADDER BIOPSY - OPEN    
101020,5749 ,PROCEDURE,NA,NA,TU DESTRUC BLADD LES NEC 
101021,5751 ,PROCEDURE,NA,NA,EXCISION OF URACHUS      
101022,5759 ,PROCEDURE,NA,NA,BLADDER LES DESTRUCT NEC 
101023,576  ,PROCEDURE,NA,NA,PARTIAL CYSTECTOMY       
101024,5771 ,PROCEDURE,NA,NA,RADICAL CYSTECTOMY       
101025,5779 ,PROCEDURE,NA,NA,TOTAL CYSTECTOMY NEC     
101026,5781 ,PROCEDURE,NA,NA,SUTURE BLADDER LACERAT   
101027,5783 ,PROCEDURE,NA,NA,ENTEROVESICO FIST REPAIR 
101028,5784 ,PROCEDURE,NA,NA,VESIC FISTULA REPAIR NEC 
101029,5787 ,PROCEDURE,NA,NA,BLADDER RECONSTRUCTION   
101030,5789 ,PROCEDURE,NA,NA,BLADDER REPAIR NEC       
101031,5792 ,PROCEDURE,NA,NA,BLADDER NECK DILATION    
101032,5793 ,PROCEDURE,NA,NA,CONTROL BLADD HEMORRHAGE 
101033,5794 ,PROCEDURE,NA,NA,INSERT INDWELLING CATH   
101034,5795 ,PROCEDURE,NA,NA,REPLACE INDWELLING CATH  
101035,580  ,PROCEDURE,NA,NA,URETHROTOMY              
101036,5831 ,PROCEDURE,NA,NA,ENDOS EXC/DESTR LESION U 
101037,5839 ,PROCEDURE,NA,NA,OTH LOCAL EXC/DESTRUC UR 
101038,5841 ,PROCEDURE,NA,NA,SUTURE URETHRAL LACERAT  
101039,585  ,PROCEDURE,NA,NA,URETH STRICTURE RELEASE  
101040,586  ,PROCEDURE,NA,NA,URETHRAL DILATION        
101041,5891 ,PROCEDURE,NA,NA,PERIURETHRAL INCISION    
101042,5893 ,PROCEDURE,NA,NA,IMPL ART URINARY SPHINCT 
101043,5900 ,PROCEDURE,NA,NA,RETROPERIT DISSECT NOS   
101044,5902 ,PROCEDURE,NA,NA,PERIREN ADHESIOLYS NEC   
101045,5909 ,PROCEDURE,NA,NA,PERIREN/URETER INCIS NEC 
101046,5911 ,PROCEDURE,NA,NA,PERIVESICAL ADHESIOLYSIS 
101047,5979 ,PROCEDURE,NA,NA,URIN INCONTIN REPAIR NEC 
101048,598  ,PROCEDURE,NA,NA,URETERAL CATHETERIZATION 
101049,5993 ,PROCEDURE,NA,NA,REPLACE URETEROST TUBE   
101050,5994 ,PROCEDURE,NA,NA,REPLACE CYSTOSTOMY TUBE  
101051,5995 ,PROCEDURE,NA,NA,ULTRASON FRAGMENT-STONE  
101052,600  ,PROCEDURE,NA,NA,INCISION OF PROSTATE     
101053,6011 ,PROCEDURE,NA,NA,PROSTATIC BIOPSY - CLOSE 
101054,6021 ,PROCEDURE,NA,NA,TRANSURETHRAL ULTR PROST 
101055,6029 ,PROCEDURE,NA,NA,OTHER TRANSURETH PROSTAT 
101056,603  ,PROCEDURE,NA,NA,SUPRAPUBIC PROSTATECTOMY 
101057,604  ,PROCEDURE,NA,NA,RETROPUBIC PROSTATECTOMY 
101058,605  ,PROCEDURE,NA,NA,RADICAL PROSTATECTOMY    
101059,6062 ,PROCEDURE,NA,NA,PERINEAL PROSTATECTOMY   
101060,6071 ,PROCEDURE,NA,NA,PERCUT SEMIN VES ASPIRAT 
101061,6091 ,PROCEDURE,NA,NA,PERCUT PROSTATIC ASPIRAT 
101062,6094 ,PROCEDURE,NA,NA,CONTROL POSTOP PROST HEM 
101063,6099 ,PROCEDURE,NA,NA,PROSTATIC OPERATION NEC  
101064,610  ,PROCEDURE,NA,NA,SCROTUM & TUNICA I & D   
101065,613  ,PROCEDURE,NA,NA,SCROTAL LES DESTRUCTION  
101066,6141 ,PROCEDURE,NA,NA,SUTURE SCROTAL LACERAT   
101067,6142 ,PROCEDURE,NA,NA,SCROTAL FISTULA REPAIR   
101068,6149 ,PROCEDURE,NA,NA,SCROTUM/TUNIC REPAIR NEC 
101069,622  ,PROCEDURE,NA,NA,TESTICULAR LES DESTRUCT  
101070,623  ,PROCEDURE,NA,NA,UNILATERAL ORCHIECTOMY   
101071,6241 ,PROCEDURE,NA,NA,REMOVE BOTH TESTES       
101072,625  ,PROCEDURE,NA,NA,ORCHIOPEXY               
101073,6269 ,PROCEDURE,NA,NA,TESTICULAR REPAIR NEC    
101074,631  ,PROCEDURE,NA,NA,EXC SPERMATIC VARICOCELE 
101075,632  ,PROCEDURE,NA,NA,EXCISE EPIDIDYMIS CYST   
101076,633  ,PROCEDURE,NA,NA,EXCISE CORD/EPID LES NEC 
101077,6381 ,PROCEDURE,NA,NA,SUTURE VAS & EPIDID LAC  
101078,640  ,PROCEDURE,NA,NA,CIRCUMCISION             
101079,6411 ,PROCEDURE,NA,NA,PENILE BIOPSY            
101080,642  ,PROCEDURE,NA,NA,LOCAL EXCIS PENILE LES   
101081,643  ,PROCEDURE,NA,NA,AMPUTATION OF PENIS      
101082,6441 ,PROCEDURE,NA,NA,SUTURE PENILE LACERATION 
101083,6449 ,PROCEDURE,NA,NA,PENILE REPAIR NEC        
101084,6491 ,PROCEDURE,NA,NA,DORSAL/LAT SLIT PREPUCE  
101085,6493 ,PROCEDURE,NA,NA,DIVISION OF PENILE ADHES 
101086,6496 ,PROCEDURE,NA,NA,REMOVE INT PENILE PROSTH 
101087,6525 ,PROCEDURE,NA,NA,LAP LOCAL DESTR OVA LES  
101088,6529 ,PROCEDURE,NA,NA,LOCAL DESTR OVA LES NEC  
101089,6531 ,PROCEDURE,NA,NA,LAP UNILAT OOPHORECTOMY  
101090,6539 ,PROCEDURE,NA,NA,UNILATERAL OOPHORECTOMY  
101091,6541 ,PROCEDURE,NA,NA,LAP UNILAT SALPIN-OOPHOR 
101092,6549 ,PROCEDURE,NA,NA,UNILAT SALPINGO-OOPHOREC 
60596,403 ,HFCA_DRG,NA,NA,LYMPHOMA & NON-ACUTE LEUKEMIA W CC      
60597,404 ,HFCA_DRG,NA,NA,LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC    
60598,405 ,HFCA_DRG,NA,NA,"PANCREAS, LIVER & SHUNT PROCEDURES W MCC"
60599,406 ,HFCA_DRG,NA,NA,MYELOPROLIF DISORD OR POORLY DIFF NEOPL 
60600,406 ,HFCA_DRG,NA,NA,"PANCREAS, LIVER & SHUNT PROCEDURES W CC "
60601,407 ,HFCA_DRG,NA,NA,MYELOPROLIF DISORD OR POORLY DIFF NEOPL 
60602,407 ,HFCA_DRG,NA,NA,"PANCREAS, LIVER & SHUNT PROCEDURES W/O C"
60603,408 ,HFCA_DRG,NA,NA,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST
60604,408 ,HFCA_DRG,NA,NA,MYELOPROLIF DISORD OR POORLY DIFF NEOPL 
60605,409 ,HFCA_DRG,NA,NA,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST
60606,410 ,HFCA_DRG,NA,NA,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECON
60607,411 ,HFCA_DRG,NA,NA,CHOLECYSTECTOMY W C.D.E. W MCC          
60608,413 ,HFCA_DRG,NA,NA,OTHER MYELOPROLIF DIS OR POORLY DIFF NEO
60609,414 ,HFCA_DRG,NA,NA,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/
60610,414 ,HFCA_DRG,NA,NA,OTHER MYELOPROLIF DIS OR POORLY DIFF NEO
60611,415 ,HFCA_DRG,NA,NA,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/
60612,415 ,HFCA_DRG,NA,NA,O.R. PROCEDURE FOR INFECTIOUS & PARASITI
60613,416 ,HFCA_DRG,NA,NA,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/
60614,416 ,HFCA_DRG,NA,NA,SEPTICEMIA AGE >17                      
60615,417 ,HFCA_DRG,NA,NA,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. 
60616,417 ,HFCA_DRG,NA,NA,SEPTICEMIA AGE 0-17                     
60617,418 ,HFCA_DRG,NA,NA,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. 
60618,418 ,HFCA_DRG,NA,NA,POSTOPERATIVE & POST-TRAUMATIC INFECTION
60619,419 ,HFCA_DRG,NA,NA,FEVER OF UNKNOWN ORIGIN AGE >17 WITH CC 
60620,420 ,HFCA_DRG,NA,NA,FEVER OF UNKNOWN ORIGIN AGE >17 W/O CC  
60621,420 ,HFCA_DRG,NA,NA,HEPATOBILIARY DIAGNOSTIC PROCEDURES W MC
60622,421 ,HFCA_DRG,NA,NA,HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC
